//Registros de diseños industriales por oficina,
"//por directamente por residentes, directamente por no residentes y sistema de La Haya",
//Fuente:  Base de datos de estadísticas de la OMPI, diciembre 2011
//Nota: Es probable que falten datos relativos a algunas oficinas o respecto de ciertos períodos.,

Año,Nombre'Oficina,Código'Oficina,Tipo'solicitante,Número de registros
1977,"Brasil","BR","Directamente_residentes",3
1977,"Brasil","BR","Directamente_NOresidentes",3
1977,"Bulgaria","BG","Directamente_residentes",50
1977,"Bulgaria","BG","Directamente_NOresidentes",4
1977,"Canadá","CA","Directamente_residentes",433
1977,"Canadá","CA","Directamente_NOresidentes",1070
1977,"Colombia","CO","Directamente_residentes",11
1977,"Colombia","CO","Directamente_NOresidentes",19
1977,"Checoslovaquia","CS","Directamente_residentes",938
1977,"Checoslovaquia","CS","Directamente_NOresidentes",20
1977,"Dinamarca","DK","Directamente_residentes",322
1977,"Dinamarca","DK","Directamente_NOresidentes",481
1977,"Egipto","EG","Directamente_residentes",90
1977,"Egipto","EG","Directamente_NOresidentes",14
1977,"Finlandia","FI","Directamente_residentes",256
1977,"Finlandia","FI","Directamente_NOresidentes",287
1977,"Francia","FR","Directamente_residentes",12552
1977,"Francia","FR","Directamente_NOresidentes",877
1977,"República Democrática Alemana","D2","Directamente_residentes",307
1977,"República Democrática Alemana","D2","Directamente_NOresidentes",24
1977,"Alemania","DE","Directamente_residentes",64915
1977,"Alemania","DE","Directamente_NOresidentes",4896
1977,"Hungría","HU","Directamente_residentes",22
1977,"Hungría","HU","Directamente_NOresidentes",238
1977,"India","IN","Directamente_residentes",784
1977,"India","IN","Directamente_NOresidentes",34
1977,"Iraq","IQ","Directamente_residentes",47
1977,"Irlanda","IE","Directamente_residentes",38
1977,"Irlanda","IE","Directamente_NOresidentes",162
1977,"Israel","IL","Directamente_residentes",132
1977,"Israel","IL","Directamente_NOresidentes",40
1977,"Italia","IT","Directamente total",1422
1977,"Jamaica","JM","Directamente_residentes",1
1977,"Japón","JP","Directamente_residentes",38414
1977,"Japón","JP","Directamente_NOresidentes",748
1977,"Liechtenstein","LI","Directamente_residentes",3
1977,"Malta","MT","Directamente_residentes",4
1977,"Malta","MT","Directamente_NOresidentes",3
1977,"México","MX","Directamente_residentes",128
1977,"México","MX","Directamente_NOresidentes",161
1977,"Mónaco","MC","Directamente_residentes",36
1977,"Marruecos","MA","Directamente_residentes",79
1977,"Marruecos","MA","Directamente_NOresidentes",15
1977,"Nueva Zelandia","NZ","Directamente_residentes",283
1977,"Nueva Zelandia","NZ","Directamente_NOresidentes",281
1977,"Noruega","NO","Directamente_residentes",269
1977,"Noruega","NO","Directamente_NOresidentes",434
1977,"Pakistán","PK","Directamente_residentes",66
1977,"Pakistán","PK","Directamente_NOresidentes",9
1977,"Perú","PE","Directamente_residentes",80
1977,"Perú","PE","Directamente_NOresidentes",16
1977,"Filipinas","PH","Directamente_residentes",165
1977,"Filipinas","PH","Directamente_NOresidentes",18
1977,"Polonia","PL","Directamente_residentes",96
1977,"Polonia","PL","Directamente_NOresidentes",55
1977,"Portugal","PT","Directamente_residentes",100
1977,"Portugal","PT","Directamente_NOresidentes",46
1977,"República de Corea","KR","Directamente_residentes",1847
1977,"República de Corea","KR","Directamente_NOresidentes",12
1977,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",177
1977,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",87
1977,"Union Soviética","SU","Directamente_residentes",840
1977,"Union Soviética","SU","Directamente_NOresidentes",21
1977,"España","ES","Directamente_residentes",3188
1977,"España","ES","Directamente_NOresidentes",320
1977,"Swazilandia","SZ","Directamente_NOresidentes",2
1977,"Suecia","SE","Directamente_residentes",1576
1977,"Suecia","SE","Directamente_NOresidentes",552
1977,"Suiza","CH","Directamente_residentes",341
1977,"Suiza","CH","Directamente_NOresidentes",331
1977,"Trinidad y Tobago","TT","Directamente_NOresidentes",7
1977,"Reino Unido","GB","Directamente_residentes",2100
1977,"Reino Unido","GB","Directamente_NOresidentes",2225
1977,"Estados Unidos de América","US","Directamente_residentes",3057
1977,"Estados Unidos de América","US","Directamente_NOresidentes",872
1977,"Venezuela","VE","Directamente_residentes",41
1977,"Venezuela","VE","Directamente_NOresidentes",29
1977,"Zambia","ZM","Directamente_residentes",1
1977,"Zambia","ZM","Directamente_NOresidentes",6
1978,"Organización Africana de la Propiedad Intelectual","OA","Directamente_residentes",20
1978,"Organización Africana de la Propiedad Intelectual","OA","Directamente_NOresidentes",10
1978,"Argelia","DZ","Directamente_residentes",50
1978,"Argelia","DZ","Directamente_NOresidentes",14
1978,"Argentina","AR","Directamente_residentes",1788
1978,"Argentina","AR","Directamente_NOresidentes",132
1978,"Australia","AU","Directamente_residentes",1728
1978,"Australia","AU","Directamente_NOresidentes",588
1978,"Austria","AT","Directamente_residentes",3369
1978,"Austria","AT","Directamente_NOresidentes",1881
1978,"Bahamas","BS","Directamente_NOresidentes",2
1978,"Bahrein","BH","Directamente_NOresidentes",8
1978,"Bangladesh","BD","Directamente_residentes",18
1978,"Benelux","BX","Directamente_residentes",1941
1978,"Benelux","BX","Directamente_NOresidentes",1382
1978,"Brasil","BR","Directamente total",192
1978,"Bulgaria","BG","Directamente_residentes",51
1978,"Bulgaria","BG","Directamente_NOresidentes",3
1978,"Canadá","CA","Directamente_residentes",522
1978,"Canadá","CA","Directamente_NOresidentes",1195
1978,"Colombia","CO","Directamente_residentes",4
1978,"Colombia","CO","Directamente_NOresidentes",3
1978,"Checoslovaquia","CS","Directamente_residentes",952
1978,"Checoslovaquia","CS","Directamente_NOresidentes",16
1978,"Dinamarca","DK","Directamente_residentes",298
1978,"Dinamarca","DK","Directamente_NOresidentes",583
1978,"Egipto","EG","Directamente_residentes",106
1978,"Egipto","EG","Directamente_NOresidentes",12
1978,"Finlandia","FI","Directamente_residentes",476
1978,"Finlandia","FI","Directamente_NOresidentes",493
1978,"Francia","FR","Directamente_residentes",12918
1978,"Francia","FR","Directamente_NOresidentes",959
1978,"República Democrática Alemana","D2","Directamente_residentes",282
1978,"República Democrática Alemana","D2","Directamente_NOresidentes",11
1978,"Alemania","DE","Directamente_residentes",63537
1978,"Alemania","DE","Directamente_NOresidentes",4255
1978,"Hungría","HU","Directamente_residentes",202
1978,"Hungría","HU","Directamente_NOresidentes",41
1978,"India","IN","Directamente_residentes",921
1978,"India","IN","Directamente_NOresidentes",73
1978,"Iraq","IQ","Directamente_residentes",13
1978,"Irlanda","IE","Directamente_residentes",48
1978,"Irlanda","IE","Directamente_NOresidentes",192
1978,"Israel","IL","Directamente_residentes",214
1978,"Israel","IL","Directamente_NOresidentes",113
1978,"Italia","IT","Directamente total",1162
1978,"Jamaica","JM","Directamente_residentes",6
1978,"Jamaica","JM","Directamente_NOresidentes",4
1978,"Japón","JP","Directamente_residentes",33718
1978,"Japón","JP","Directamente_NOresidentes",803
1978,"Liechtenstein","LI","Directamente_residentes",5
1978,"Malawi","MW","Directamente_NOresidentes",1
1978,"Malta","MT","Directamente_residentes",3
1978,"México","MX","Directamente_residentes",188
1978,"México","MX","Directamente_NOresidentes",213
1978,"Mónaco","MC","Directamente_residentes",25
1978,"Mónaco","MC","Directamente_NOresidentes",1
1978,"Marruecos","MA","Directamente_residentes",104
1978,"Marruecos","MA","Directamente_NOresidentes",25
1978,"Nueva Zelandia","NZ","Directamente_residentes",185
1978,"Nueva Zelandia","NZ","Directamente_NOresidentes",249
1978,"Nigeria","NG","Directamente_residentes",19
1978,"Nigeria","NG","Directamente_NOresidentes",38
1978,"Noruega","NO","Directamente_residentes",223
1978,"Noruega","NO","Directamente_NOresidentes",410
1978,"Pakistán","PK","Directamente_residentes",46
1978,"Pakistán","PK","Directamente_NOresidentes",12
1978,"Perú","PE","Directamente_residentes",69
1978,"Perú","PE","Directamente_NOresidentes",13
1978,"Filipinas","PH","Directamente_residentes",201
1978,"Filipinas","PH","Directamente_NOresidentes",48
1978,"Polonia","PL","Directamente_residentes",133
1978,"Polonia","PL","Directamente_NOresidentes",23
1978,"Portugal","PT","Directamente_residentes",193
1978,"Portugal","PT","Directamente_NOresidentes",106
1978,"República de Corea","KR","Directamente_residentes",3068
1978,"República de Corea","KR","Directamente_NOresidentes",90
1978,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",276
1978,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",80
1978,"Sierra Leona","SL","Directamente_NOresidentes",1
1978,"Sudáfrica","ZA","Directamente_residentes",841
1978,"Sudáfrica","ZA","Directamente_NOresidentes",282
1978,"Union Soviética","SU","Directamente_residentes",1083
1978,"Union Soviética","SU","Directamente_NOresidentes",17
1978,"España","ES","Directamente_residentes",2340
1978,"España","ES","Directamente_NOresidentes",251
1978,"Sri Lanka","LK","Directamente_residentes",3
1978,"Swazilandia","SZ","Directamente_NOresidentes",9
1978,"Suecia","SE","Directamente_residentes",1416
1978,"Suecia","SE","Directamente_NOresidentes",462
1978,"Suiza","CH","Directamente_residentes",298
1978,"Suiza","CH","Directamente_NOresidentes",305
1978,"República Árabe Siria","SY","Directamente_residentes",102
1978,"República Árabe Siria","SY","Directamente_NOresidentes",4
1978,"Trinidad y Tobago","TT","Directamente_residentes",4
1978,"Trinidad y Tobago","TT","Directamente_NOresidentes",10
1978,"Reino Unido","GB","Directamente_residentes",2412
1978,"Reino Unido","GB","Directamente_NOresidentes",2336
1978,"Estados Unidos de América","US","Directamente_residentes",3038
1978,"Estados Unidos de América","US","Directamente_NOresidentes",824
1978,"Venezuela","VE","Directamente_residentes",41
1978,"Venezuela","VE","Directamente_NOresidentes",60
1978,"Zaire","ZR","Directamente_NOresidentes",31
1978,"Zambia","ZM","Directamente_residentes",15
1979,"Organización Africana de la Propiedad Intelectual","OA","Directamente_residentes",27
1979,"Organización Africana de la Propiedad Intelectual","OA","Directamente_NOresidentes",10
1979,"Argelia","DZ","Directamente_residentes",21
1979,"Argelia","DZ","Directamente_NOresidentes",20
1979,"Argentina","AR","Directamente_residentes",1533
1979,"Argentina","AR","Directamente_NOresidentes",183
1979,"Australia","AU","Directamente_residentes",1397
1979,"Australia","AU","Directamente_NOresidentes",495
1979,"Austria","AT","Directamente_residentes",4024
1979,"Austria","AT","Directamente_NOresidentes",2016
1979,"Bahamas","BS","Directamente_residentes",2
1979,"Bahamas","BS","Directamente_NOresidentes",6
1979,"Bahrein","BH","Directamente_NOresidentes",6
1979,"Bangladesh","BD","Directamente_residentes",23
1979,"Benelux","BX","Directamente_residentes",1991
1979,"Benelux","BX","Directamente_NOresidentes",1447
1979,"Brasil","BR","Directamente_residentes",159
1979,"Brasil","BR","Directamente_NOresidentes",48
1979,"Bulgaria","BG","Directamente_residentes",57
1979,"Bulgaria","BG","Directamente_NOresidentes",3
1979,"Canadá","CA","Directamente_residentes",436
1979,"Canadá","CA","Directamente_NOresidentes",1199
1979,"Chile","CL","Directamente_residentes",34
1979,"Chile","CL","Directamente_NOresidentes",28
1979,"Colombia","CO","Directamente_residentes",7
1979,"Colombia","CO","Directamente_NOresidentes",5
1979,"Checoslovaquia","CS","Directamente_residentes",1052
1979,"Checoslovaquia","CS","Directamente_NOresidentes",28
1979,"Dinamarca","DK","Directamente_residentes",260
1979,"Dinamarca","DK","Directamente_NOresidentes",496
1979,"Egipto","EG","Directamente_residentes",161
1979,"Egipto","EG","Directamente_NOresidentes",12
1979,"Finlandia","FI","Directamente_residentes",496
1979,"Finlandia","FI","Directamente_NOresidentes",487
1979,"Francia","FR","Directamente_residentes",13006
1979,"Francia","FR","Directamente_NOresidentes",975
1979,"República Democrática Alemana","D2","Directamente_residentes",212
1979,"República Democrática Alemana","D2","Directamente_NOresidentes",5
1979,"Alemania","DE","Directamente_residentes",65511
1979,"Alemania","DE","Directamente_NOresidentes",4771
1979,"Hungría","HU","Directamente_residentes",88
1979,"Hungría","HU","Directamente_NOresidentes",6
1979,"India","IN","Directamente_residentes",914
1979,"India","IN","Directamente_NOresidentes",68
1979,"Iraq","IQ","Directamente_residentes",20
1979,"Irlanda","IE","Directamente_residentes",43
1979,"Irlanda","IE","Directamente_NOresidentes",207
1979,"Israel","IL","Directamente_residentes",300
1979,"Israel","IL","Directamente_NOresidentes",65
1979,"Italia","IT","Directamente total",892
1979,"Jamaica","JM","Directamente_residentes",11
1979,"Jamaica","JM","Directamente_NOresidentes",2
1979,"Japón","JP","Directamente_residentes",36479
1979,"Japón","JP","Directamente_NOresidentes",736
1979,"Liechtenstein","LI","Directamente_residentes",5
1979,"Malawi","MW","Directamente_NOresidentes",4
1979,"Malta","MT","Directamente_residentes",24
1979,"Malta","MT","Directamente_NOresidentes",4
1979,"México","MX","Directamente_residentes",186
1979,"México","MX","Directamente_NOresidentes",123
1979,"Mónaco","MC","Directamente_residentes",14
1979,"Mónaco","MC","Directamente_NOresidentes",6
1979,"Marruecos","MA","Directamente_residentes",121
1979,"Marruecos","MA","Directamente_NOresidentes",22
1979,"Nueva Zelandia","NZ","Directamente_residentes",254
1979,"Nueva Zelandia","NZ","Directamente_NOresidentes",283
1979,"Noruega","NO","Directamente_residentes",246
1979,"Noruega","NO","Directamente_NOresidentes",449
1979,"Pakistán","PK","Directamente_residentes",54
1979,"Pakistán","PK","Directamente_NOresidentes",14
1979,"Perú","PE","Directamente_residentes",81
1979,"Perú","PE","Directamente_NOresidentes",23
1979,"Filipinas","PH","Directamente_residentes",168
1979,"Filipinas","PH","Directamente_NOresidentes",25
1979,"Polonia","PL","Directamente_residentes",116
1979,"Polonia","PL","Directamente_NOresidentes",36
1979,"Portugal","PT","Directamente_residentes",354
1979,"Portugal","PT","Directamente_NOresidentes",122
1979,"República de Corea","KR","Directamente_residentes",3522
1979,"República de Corea","KR","Directamente_NOresidentes",70
1979,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",75
1979,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",56
1979,"Sudáfrica","ZA","Directamente_residentes",691
1979,"Sudáfrica","ZA","Directamente_NOresidentes",216
1979,"Union Soviética","SU","Directamente_residentes",1093
1979,"Union Soviética","SU","Directamente_NOresidentes",13
1979,"España","ES","Directamente_residentes",1901
1979,"España","ES","Directamente_NOresidentes",265
1979,"Sri Lanka","LK","Directamente_residentes",2
1979,"Sri Lanka","LK","Directamente_NOresidentes",25
1979,"Swazilandia","SZ","Directamente_NOresidentes",27
1979,"Suecia","SE","Directamente_residentes",1287
1979,"Suecia","SE","Directamente_NOresidentes",416
1979,"Suiza","CH","Directamente_residentes",327
1979,"Suiza","CH","Directamente_NOresidentes",339
1979,"República Árabe Siria","SY","Directamente_residentes",27
1979,"República Árabe Siria","SY","Directamente_NOresidentes",6
1979,"Trinidad y Tobago","TT","Directamente_residentes",12
1979,"Trinidad y Tobago","TT","Directamente_NOresidentes",14
1979,"Reino Unido","GB","Directamente_residentes",2508
1979,"Reino Unido","GB","Directamente_NOresidentes",2765
1979,"Estados Unidos de América","US","Directamente_residentes",2421
1979,"Estados Unidos de América","US","Directamente_NOresidentes",697
1979,"Venezuela","VE","Directamente_residentes",54
1979,"Venezuela","VE","Directamente_NOresidentes",85
1979,"Zaire","ZR","Directamente_residentes",2
1979,"Zambia","ZM","Directamente_residentes",1
1979,"Zambia","ZM","Directamente_NOresidentes",5
1979,"Zimbabwe","ZW","Directamente_residentes",8
1979,"Zimbabwe","ZW","Directamente_NOresidentes",2

